Name ImageFile	Set	ImageFile	Set #	Type	Stage	HP	Weakness	Resistance	Retreat Cost	Rarity	Text
Magearna XYBSP 165	XYBSP	XYBSP_165	#165	Metal	Basic	90	Fire x2	Psychic -20	1	Promo	[C] Entertain: Heal 40 damage from 1 of your Benched Pokemon. | [M] Prismatic Wave: 20x damage. This attack does 20 damage times the number of different types of Pokemon on your opponent's Bench.
Mega Gengar-EX XYBSP 166	XYBSP	XYBSP_166	#166	Psychic	Mega - Gengar-EX	210	Darkness x2	Fighting -20	2	Promo	When 1 of your Pokemon becomes a Mega Evolution Pokemon, your turn ends. | [P][P][P][C] Hollow Geist: 120 damage. Your opponent's Active Pokemon is now Confused and Poisoned. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Garchomp-EX XYBSP 167	XYBSP	XYBSP_167	#167	Dragon	Basic (EX)	180	Fairy x2		2	Promo	[F] Shred: 30 damage. This attack's damage isn't affected by any effects on your opponent's Active Pokemon. | [W][F][F][C] Hyper Beam: 100 damage. Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Mega Garchomp-EX XYBSP 168	XYBSP	XYBSP_168	#168	Dragon	Mega - Garchomp-EX	210	Fairy x2		0	Promo	When 1 of your Pokemon becomes a Mega Evolution Pokemon, your turn ends. | [W][F][F][C] Crimson Edge: 180 damage. This Pokemon does 10 damage to itself for each damage counter on it. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Garchomp Spirit Link XYBSP 169	XYBSP	XYBSP_169	#169		Trainer - Item - Pokemon Tool					Promo	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | Your turn does not end if the Pokemon this card is attached to becomes Mega Garchomp-EX. | You may play as many Item cards as you like during your turn (before your attack).
Salamence-EX XYBSP 170	XYBSP	XYBSP_170	#170	Dragon	Basic (EX)	180	Fairy x2		2	Promo	[R][C][C] Beastly Fang: 10+ damage. This attack does 50 more damage for each of your opponent's Pokemon-EX. | [R][W][C][C] Dragon Strike: 130 damage. This Pokemon can't use Dragon Strike during your next turn. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Mega Salamence-EX XYBSP 171	XYBSP	XYBSP_171	#171	Dragon	Mega - Salamence-EX	230	Fairy x2		1	Promo	When 1 of your Pokemon becomes a Mega Evolution Pokemon, your turn ends. | [R][W][C][C] Savage Wing: 100+ damage. Discard as many basic [R] Energy attached to this Pokemon as you like. This attack does 40 more damage for each Energy card discarded in this way. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Salamence Spirit Link XYBSP 172	XYBSP	XYBSP_172	#172		Trainer - Item - Pokemon Tool					Promo	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | Your turn does not end if the Pokemon this card is attached to becomes Mega Salamence-EX. | You may play as many Item cards as you like during your turn (before your attack).
Volcanion-EX XYBSP 173	XYBSP	XYBSP_173	#173	Fire/Water	Basic (EX)	180	Water x2		3	Promo	Ability: Steam Up. Once during your turn (before your attack), you may discard a [R] Energy card from your hand. If you do, during this turn, your Basic [R] Pokemon's attacks do 30 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance). | [R][R][C] Volcanic Heat: 130 damage. This Pokemon can't attack during your next turn. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Pikachu-EX XYBSP 174	XYBSP	XYBSP_174	#174	Lightning	Basic (EX)	130	Fighting x2	Metal -20	1	Promo	[L][C] Thunder Shock: 30 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | [L][L][C] Mega Thunderbolt: 160 damage. Discard all Energy attached to this Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Magearna-EX XYBSP 175	XYBSP	XYBSP_175	#175	Metal	Basic (EX)	160	Fire x2	Psychic -20	1	Promo	Ability: Mystic Heart. Prevent all effects of your opponent's attacks, except damage, done to each of your Pokemon that has any [M] Energy attached to it. (Existing effects are not removed.) | [M][C][C] Soul Blaster: 120 damage. During your next turn, this Pokemon's Soul Blaster attack's base damage is 60. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Champions Festival XYBSP 176	XYBSP	XYBSP_176	#176		Trainer - Stadium					Promo	Once during each player's turn, if that player has 6 Pokemon in play, he or she may heal 10 damage from each of his or her Pokemon. | This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
Karen XYBSP 177	XYBSP	XYBSP_177	#177		Trainer - Supporter					Promo	Each player shuffles all Pokemon in his or her discard pile into his or her deck. | You may play only 1 Supporter card during your turn (before your attack).
Absol XYBSP 178	XYBSP	XYBSP_178	#178	Darkness	Basic	100	Fighting x2	Psychic -20	1	Promo	Ability: Lamentation. If this Pokemon is your Active Pokemon and is damaged by an opponent's attack (even if this Pokemon is Knocked Out), discard a random card from your opponent's hand. | [D][C][C] Shadow Cage: 60 damage. The Defending Pokemon can't retreat during your opponent's next turn.
Snorlax XYBSP 179	XYBSP	XYBSP_179	#179	Colorless	Basic	130	Fighting x2		4	Promo	Ability: Immunity. This Pokemon can't be affected by any Special Conditions. (Remove any Special Conditions affecting this Pokemon.) | [C][C][C][C] Body Slam: 50 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.
Arcanine BREAK XYBSP 180 	XYBSP	XYBSP_180.png	#180	Fire	Break - Arcanine	160				Promo	Arcanine BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution. | [R][C] Turbo Flame: 80 damage. Attach 2 basic Energy cards from your discard pile to 1 of your Benched Pokemon.
Crobat BREAK XYBSP 181 	XYBSP	XYBSP_181.png	#181	Psychic	Break - Crobat	160				Promo	Crobat BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution. | [C][C][C] Silent Bite: 60 damage. You may leave your opponent's Active Pokemon Paralyzed. If you do, shuffle this Pokemon and all cards attached to it into your deck.
Mandibuzz BREAK XYBSP 182 	XYBSP	XYBSP_182.png	#182	Darkness	Break - Mandibuzz	140				Promo	Mandibuzz BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution. | [C] Wings of Disaster: This attack does 20 damage to each of your opponent's Pokemon. Don't apply Weakness and Resistance. Discard all Pokemon Tool cards attached to each of your opponent's Pokemon.
Mewtwo-EX XYBSP 183	XYBSP	XYBSP_183	#183	Psychic	Basic (EX)	170	Psychic x2		2	Promo	[C][C] Photon Wave: 30 damage. During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 30 (before applying Weakness and Resistance). | [P][P][C][C] Psyburn: 120 damage. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Giratina XYBSP 184	XYBSP	XYBSP_184	#184	Psychic	Basic	130	Darkness x2	Fighting -20	2	Promo	Ability: Devour Light. Each Pokemon BREAK has no Abilities (this includes Abilities of its previous Evolution). | [P][P][C][C] Shadow Claw: 110 damage. Discard a random card from your opponent's hand.
Volcanion XYBSP 185	XYBSP	XYBSP_185	#185	Fire	Basic	130	Water x2		4	Promo	[R][C][C] Concentrated Fire: 50x damage. Flip a coin for each [R] Energy attached to this Pokemon. This attack does 50 damage times the number of heads. | [R][C][C][C] Combustion Impact: 100 damage. Your opponent switches his or her Active Pokemon with 1 of his or her Benched Pokemon.
Magearna XYBSP 186	XYBSP	XYBSP_186	#186	Metal	Basic	90	Fire x2	Psychic -20	1	Promo	[C] Entertain: Heal 40 damage from 1 of your Benched Pokemon. | [M] Prismatic Wave: 20x damage. This attack does 20 damage times the number of different types of Pokemon on your opponent's Bench.
Celebi XYBSP 187	XYBSP	XYBSP_187	#187	Grass	Basic	70	Fire x2		1	Promo	[C] Time Call: Flip a coin. If heads, search your deck for a card that evolves from 1 of your Pokemon and put it onto that Pokemon. (This counts as evolving that Pokemon.) Shuffle your deck afterward. | [G] Leech Seed: 10 damage. Heal 10 damage from this Pokemon.
Shaymin XYBSP 188	XYBSP	XYBSP_188	#188	Grass	Basic	70	Fire x2		1	Promo	[C][C] Aromatherapy: Heal 30 damage from each of your Pokemon. | [G][C][C] Magical Leaf: 40+ damage. Flip a coin. If heads, this attack does 20 more damage and heal 20 damage from this Pokemon.
Victini XYBSP 189	XYBSP	XYBSP_189	#189	Fire	Basic	70	Water x2		1	Promo	[C] Energy Assist: Flip a coin. If heads, attach a basic Energy card from your discard pile to 1 of your Benched Pokemon. | [R][C] Victory Ball: 50 damage. Discard a [R] Energy attached to this Pokemon.
Manaphy XYBSP 190	XYBSP	XYBSP_190	#190	Water	Basic	70	Grass x2		1	Promo	[W] Marine Guidance: Search your deck for a [W] Pokemon, reveal it, and put it into your hand. Shuffle your deck afterward. | [W][W] Aqua Ring: 30 damage. Switch this Pokemon with 1 of your Benched Pokemon.
Keldeo XYBSP 191	XYBSP	XYBSP_191	#191	Water	Basic	90	Grass x2		1	Promo	Ability: Justified. This Pokemon's attacks do 50 more damage to your opponent's [D] Pokemon (before applying Weakness and Resistance). | [W][W][W] Sacred Sword: 100 damage. This Pokemon can't use Sacred Sword during your next turn.
Mew XYBSP 192	XYBSP	XYBSP_192	#192	Psychic	Basic	70	Psychic x2		1	Promo	[C] Clairvoyance: Your opponent reveals his or her hand. | [P][C][C] Psychic: 40+ damage. This attack does 10 more damage for each Energy attached to your opponent's Active Pokemon.
Meloetta XYBSP 193	XYBSP	XYBSP_193	#193	Psychic	Basic	80	Psychic x2		1	Promo	[P] Soprano Wave: Flip 3 coins. This attack does 10 damage times the number of heads to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [P][P] Entrancing Melody: 30 damage. Your opponent's Active Pokemon is now Confused.
Darkrai XYBSP 194	XYBSP	XYBSP_194	#194	Darkness	Basic	110	Fighting x2	Psychic -20	2	Promo	[D][C] Dark Cutter: 30 damage. | [D][D][C] Abyssal Sleep: 80 damage. Your opponent's Active Pokemon is now Asleep. Your opponent flips 2 coins instead of 1 between turns. If either of them is tails, that Pokemon is still asleep.
Jirachi XYBSP 195	XYBSP	XYBSP_195	#195	Metal	Basic	70	Fire x2	Psychic -20	1	Promo	[M] Precognitive Dream: Draw 3 cards. This Pokemon is now Asleep. | [C][C] Iron Head: 30x damage. Flip a coin until you get tails. This attack does 30 damage times the number of heads.
Genesect XYBSP 196	XYBSP	XYBSP_196	#196	Metal	Basic	110	Fire x2	Psychic -20	2	Promo	[M][C] Linear Attack: This attack does 30 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [M][M][M] Destructor Beam: 90 damage. Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon.
Arceus XYBSP 197	XYBSP	XYBSP_197	#197	Colorless	Basic	130	Fighting x2		2	Promo	[C] Type Switch: Choose [G], [R], [W], [L], [P], [F], [D], [M], [Y], or [N] type. Until the end of your next turn, this Pokemon is that type. | [C][C][C][C] Power Blast: 120 damage. Discard an Energy attached to this Pokemon.
Mega Camerupt-EX XYBSP 198	XYBSP	XYBSP_198	#198	Fire	Mega - Camerupt-EX	230	Water x2		4	Promo	When 1 of your Pokemon becomes a Mega Evolution Pokemon, your turn ends. | [R][R][C][C] Magma Eruption: 120+ damage. You may discard the top 3 cards of each player's deck. If you do, this attack does 40 more damage for each Energy card you discarded in this way. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Camerupt Spirit Link XYBSP 199	XYBSP	XYBSP_199	#199		Trainer - Item - Pokemon Tool					Promo	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | Your turn does not end if the Pokemon this card is attached to becomes Mega Camerupt-EX. | You may play as many Item cards as you like during your turn (before your attack).
Mega Sharpedo-EX XYBSP 200	XYBSP	XYBSP_200	#200	Darkness	Mega - Sharpedo-EX	210	Lightning x2		0	Promo	When 1 of your Pokemon becomes a Mega Evolution Pokemon, your turn ends. | [D][D][C] Torpedo Dive: 120 damage. This attack does 10 damage to each of your opponent's Benched Pokemon for each [C] in that Pokemon's Retreat Cost. (Don't apply Weakness and Resistance for Benched Pokemon.) | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Sharpedo Spirit Link XYBSP 201	XYBSP	XYBSP_201	#201		Trainer - Item - Pokemon Tool					Promo	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | Your turn does not end if the Pokemon this card is attached to becomes Mega Sharpedo-EX. | You may play as many Item cards as you like during your turn (before your attack).
Pikachu XYBSP 202	XYBSP	XYBSP_202	#202	Lightning	Basic	50	Fighting x2	Metal -20	1	Promo	[L] Charge: Search your deck for a [L] Energy card and attach it to this Pokemon. Shuffle your deck afterward. | [L][L][L] Thunderbolt: 70 damage. Discard all Energy attached to this Pokemon.
Gym Badge XYBSP 203	XYBSP	XYBSP_203	#203		Trainer - Item					Promo	Flip a coin until you get tails. For each heads, draw a card. | You may play as many Item cards as you like during your turn (before your attack).
Gym Badge XYBSP 204	XYBSP	XYBSP_204	#204		Trainer - Item					Promo	Flip a coin until you get tails. For each heads, draw a card. | You may play as many Item cards as you like during your turn (before your attack).
Gym Badge XYBSP 205	XYBSP	XYBSP_205	#205		Trainer - Item					Promo	Flip a coin until you get tails. For each heads, draw a card. | You may play as many Item cards as you like during your turn (before your attack).
Gym Badge XYBSP 206	XYBSP	XYBSP_206	#206		Trainer - Item					Promo	Flip a coin until you get tails. For each heads, draw a card. | You may play as many Item cards as you like during your turn (before your attack).
Gym Badge XYBSP 207	XYBSP	XYBSP_207	#207		Trainer - Item					Promo	Flip a coin until you get tails. For each heads, draw a card. | You may play as many Item cards as you like during your turn (before your attack).
Gym Badge XYBSP 208	XYBSP	XYBSP_208	#208		Trainer - Item					Promo	Flip a coin until you get tails. For each heads, draw a card. | You may play as many Item cards as you like during your turn (before your attack).
Gym Badge XYBSP 209	XYBSP	XYBSP_209	#209		Trainer - Item					Promo	Flip a coin until you get tails. For each heads, draw a card. | You may play as many Item cards as you like during your turn (before your attack).
Gym Badge XYBSP 210	XYBSP	XYBSP_210	#210		Trainer - Item					Promo	Flip a coin until you get tails. For each heads, draw a card. | You may play as many Item cards as you like during your turn (before your attack).
Lucario Spirit Link XYBSP 211	XYBSP	XYBSP_211	#211		Trainer - Item - Pokemon Tool					Promo	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | Your turn does not end if the Pokemon this card is attached to becomes Mega Lucario-EX. | You may play as many Item cards as you like during your turn (before your attack).
Team Magma's Numel DCR 1	DCR	DCR_001	#001	Fire	Basic (Magma)	70	Water x2		2	Common	[R][C] Ember: 30 damage. Discard an Energy attached to this Pokemon.
Team Magma's Camerupt DCR 2	DCR	DCR_002	#002	Fire	Stage 1 (Magma) - Team Magma's Numel	110	Water x2		3	Rare Holo	Ability: Burning Draft. Once during your turn (before your attack), you may attach a [F] or [R] Energy card from your discard pile to this Pokemon. | [R][C][C] Flame Ball: 60 damage. Move a basic Energy from this Pokemon to 1 of your Benched Pokemon.
Team Aqua's Spheal DCR 3	DCR	DCR_003	#003	Water	Basic (Aqua)	60	Metal x2		2	Common	[W] Water Gun: 10 damage.
Team Aqua's Sealeo DCR 4	DCR	DCR_004	#004	Water	Stage 1 (Aqua) - Team Aqua's Spheal	90	Metal x2		3	Common	[W][C] Splatter: This attack does 20 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [W][C][C] Hail Storm: 60+ damage. If your opponent's Active Pokemon is a Team Magma Pokemon, this attack does 60 more damage.
Team Aqua's Walrein DCR 5	DCR	DCR_005	#005	Water	Stage 2 (Aqua) - Team Aqua's Sealeo	140	Metal x2		4	Rare Holo	[C] Power Blow: 30x damage. This attack does 30 damage times the amount of Energy attached to this Pokemon. | [W][W][W][C] Dual Blizzard: Discard 2 [W] Energy attached to this Pokemon. This attack does 80 damage to 2 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Team Aqua's Kyogre-EX DCR 6	DCR	DCR_006	#006	Water	Basic (EX) (Aqua)	190	Grass x2		4	Rare Holo ex	Ability: Power Saver. If there are 4 or fewer Team Aqua Pokemon in play, this Pokemon can't attack. | [W][W][W][C] Aqua Impact: 80+ damage. This attack does 20 more damage for each [C] in your opponent's Active Pokemon's Retreat Cost. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Team Aqua's Grimer DCR 7	DCR	DCR_007	#007	Psychic	Basic (Aqua)	70	Psychic x2		2	Common	[P] Pound: 10 damage. | [P][C][C] Mud-Slap: 30 damage.
Team Aqua's Muk DCR 8	DCR	DCR_008	#008	Psychic	Stage 1 (Aqua) - Team Aqua's Grimer	110	Psychic x2		3	Rare Holo	Ability: Sludge Festival. The Retreat Cost of each Pokemon in play (except for Team Aqua Pokemon) is [C] more. | [P][C][C] Pester: 60+ damage. If your opponent's Active Pokemon is affected by a Special Condition, this attack does 60 more damage.
