Name ImageFile	Set	ImageFile	Set #	Type	Stage	HP	Weakness	Resistance	Retreat Cost	Rarity	Text
Skarmory N3 23	N3	N3_023	#023	Metal	Basic	60	Fire x2	Grass -30	2	Rare	[C] Fury Attack: 10x damage. Flip 2 coins. This attack does 10 damage times the number of heads. | [M][C][C] Agility: 20 damage. Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Skarmory.
Sneasel N3 24	N3	N3_024	#024	Darkness	Basic	60		Psychic -30	0	Rare	[D] Swipe: Flip a coin. If heads, discard all Trainer cards attached to your opponent's Pokemon. | [C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage.
Starmie N3 25	N3	N3_025	#025	Psychic	Stage 1 - Staryu	70	Psychic x2		1	Rare	[W] Confuse Ray: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Confused. | [P][P][C] Core Stream: Choose an Energy type other than [C]. This attack does 20 damage to each of your opponent's Pokemon with any Energy cards of that type attached to it. Don't apply Weakness and Resistance.
Sudowoodo N3 26	N3	N3_026	#026	Fighting	Basic	60	Water x2		3	Rare	Pokemon Power: Mimic. As long as Sudowoodo is your Active Pokemon, it copies all of the Defending Pokemon's attacks, including their costs. This power can't be used if Sudowoodo is Asleep, Confused, or Paralyzed. | [C][C] Slam: 20x damage. Flip 2 coins. This attack does 20 damage times the number of heads.
Suicune N3 27	N3	N3_027	#027	Water	Basic	60	Lightning x2		0	Rare	Pokemon Power: Legendary Body. As long as Suicune is your Active Pokemon, Suicune and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this power is active, discard any Trainer cards attached to Suicune. (This power works even if Suicune is Asleep, Confused, or Paralyzed.) | [W][W][W] Crystal Wave: 30+ damage. Flip a coin. If heads, this attack does 30 damage plus 10 more damage. If tails, this attack does 30 damage and, if your opponent has any Benched Pokemon, he or she chooses 1 of them and switches it with the Defending Pokemon. (Do the damage before switching the Pokemon.)
Flaaffy N3 28	N3	N3_028	#028	Lightning	Stage 1 - Mareep	70	Fighting x2		1	Uncommon	[L] Electric Punch: 20 damage. | [L][C][C] Tail Shock: 30 damage. Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Golbat N3 29	N3	N3_029	#029	Grass	Stage 1 - Zubat	60	Psychic x2	Fighting -30	0	Uncommon	[C] Screech: Until the end of your next turn, if an attack damages the Defending Pokemon (after applying Weakness and Resistance), that attack does 20 more damage to the Defending Pokemon. | [G][C] Poison Bite: 10 damage. If this attack damages the Defending Pokemon, the Defending Pokemon is now Poisoned and you remove a number of damage counters from Golbat equal to half that damage (rounded up to the nearest 10). If Golbat has fewer damage counters than that, remove all of them. Either way, the Defending Pokemon is now Poisoned.
Graveler N3 30	N3	N3_030	#030	Fighting	Stage 1 - Geodude	70	Grass x2		2	Uncommon	[F][C] Earthquake: 40 damage. Does 10 damage to each of your own Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [F][F][F] Rock Tumble: 50 damage. Don't apply Resistance.
Jynx N3 31	N3	N3_031	#031	Water	Basic	60	Psychic x2		1	Uncommon	[W] Freezing Kiss Goodnight: The Defending Pokemon is now Asleep. | [P][P][C] Strange Dance: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokemon is now Confused. If tails, this attack does 20 damage.
Lanturn N3 32	N3	N3_032	#032	Lightning	Stage 1 - Chinchou	80	Fighting x2		2	Uncommon	Pokemon Power: Submerge. Once during your turn (before your attack), you may change Lanturn's type to [W] until the end of your turn. This power can't be used if Lanturn is Asleep, Confused, or Paralyzed. If Lanturn becomes Asleep, Confused, or Paralyzed after you have used this power, its type changes back to [L]. | [L][C][C] Blinding Light: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Confused.
Magcargo N3 33	N3	N3_033	#033	Fire	Stage 1 - Slugma	80	Water x2		3	Uncommon	Pokemon Power: Magma Pool. If Magcargo is your Active Pokemon and moves to the Bench, remove 1 [R] Energy card attached to Magcargo, if any, and attach it to the new Active Pokemon. (You can't choose an Energy card that you used to pay the Retreat Cost.) | [R][R][R] Lava Flow: 40+ damage. You may discard any number of [R] Energy cards attached to Magcargo when you use this attack. If you do, this attack does 40 damage plus 20 more damage for each [R] Energy card you discarded in this way.
Octillery N3 34	N3	N3_034	#034	Water	Stage 1 - Remoraid	80	Lightning x2		2	Uncommon	[W] Constrict: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [W][W][W] Octazooka: 40 damage. Flip a coin. If heads, whenever the Defending Pokemon attacks, your opponent flips a coin. If tails, that attack does nothing. (Benching or evolving that Pokemon ends this effect.)
Parasect N3 35	N3	N3_035	#035	Grass	Stage 1 - Paras	60	Fire x2		2	Uncommon	Pokemon Power: Allergic Pollen. As long as Parasect is in play, cards in any player's discard piles are not affected by attacks or Pokemon Powers. This power stops working if Parasect becomes Asleep, Confused, or Paralyzed. | [G][G] Sleep Pinchers: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Asleep.
Piloswine N3 36	N3	N3_036	#036	Fighting	Stage 1 - Swinub	90	Grass x2	Lightning -30	3	Uncommon	[C][C] Nap: Remove 3 damage counters from Piloswine. If it has fewer damage counters than that, remove all of them. | [F][F][C][C] High-Speed Charge: 80 damage. Piloswine does 30 damage to itself. Piloswine can't use this attack during your next turn.
Seaking N3 37	N3	N3_037	#037	Water	Stage 1 - Goldeen	70	Lightning x2		1	Uncommon	[W] Rising Lunge: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage. If tails, this attack does 10 damage. | [W][W] Horn Swipe: 20+ damage. Flip 2 coins. If both are heads, this attack does 20 damage plus 40 more damage. If 1 or both of them are tails, this attack does 20 damage.
Stantler N3 38	N3	N3_038	#038	Colorless	Basic	60	Fighting x2	Psychic -30	1	Uncommon	[C] Terrorize: If the Defending Pokemon is a Basic Pokemon, choose 1 of its attacks. That Pokemon can't use that attack during your opponent's next turn. | [C][C][C] Overhead Toss: 30 damage. If you have any Benched Pokemon, flip a coin. If tails, this attack does 10 damage to 1 of them. (Don't apply Weakness and Resistance for Benched Pokemon.)
Unown B N3 39	N3	N3_039	#039	Psychic	Basic	50	Psychic x2		1	Uncommon	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Bear. Once during your turn (before your attack), you may move 1 damage counter from 1 of your Pokemon with Unown in its name to Unown B. This power can't be used if Unown B has 10 HP left. This power can be used even if Unown B is Asleep, Confused, or Paralyzed. | [P] Hidden Power: 10 damage.
Unown Y N3 40	N3	N3_040	#040	Psychic	Basic	40	Psychic x2		1	Uncommon	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Yield. Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a [P] Energy card and attach it to 1 of your Pokemon with Unown in its name. Shuffle your deck afterward. This power can be used even if Unown Y is Asleep, Confused, or Paralyzed. | [P] Hidden Power: 10 damage.
Aipom N3 41	N3	N3_041	#041	Colorless	Basic	40	Fighting x2	Psychic -30	0	Common	[C] Grab: Choose a Trainer card attached to 1 of your opponent's Pokemon. Your opponent shuffles that card into his or her deck. | [C][C] Tail Punch: 20 damage.
Chinchou N3 42	N3	N3_042	#042	Lightning	Basic	50	Fighting x2		1	Common	[L] Positive Ion: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage. If tails, this attack does 10 damage. | [W] Negative Ion: 10 damage. If the Defending Pokemon attacks Chinchou during your opponent's next turn, any damage done to Chinchou is reduced by 10 (before applying Weakness and Resistance). (Benching or evolving either Pokemon ends this effect.)
Farfetch'd N3 43	N3	N3_043	#043	Colorless	Basic	50	Lightning x2	Fighting -30	1	Common	[C] Gust: 10 damage. | [C][C][C] Leek Jab: 40 damage. This attack can't be used during your next turn. (Benching Farfetch'd ends this effect.)
Geodude N3 44	N3	N3_044	#044	Fighting	Basic	40	Grass x2		1	Common	[F] Knuckle Punch: 20 damage.
Goldeen N3 45	N3	N3_045	#045	Water	Basic	40	Lightning x2		0	Common	[C] Fin Smack: 10x damage. Flip 2 coins. This attack does 10 damage times the number of heads.
Murkrow N3 46	N3	N3_046	#046	Darkness	Basic	40		Psychic -30	0	Common	[C] Call for Family: Search your deck for a Basic Pokemon card named Murkrow and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.) | [C][C] Flock Attack: 10+ damage. Flip a number of coins equal to the number of Murkrows on your Bench. This attack does 10 damage plus 10 more damage for each heads.
Paras N3 47	N3	N3_047	#047	Grass	Basic	40	Fire x2		1	Common	[G] Sleep Spore: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Asleep. | [C][C] Scratch: 20 damage.
Quagsire N3 48	N3	N3_048	#048	Water	Stage 1 - Wooper	70	Grass x2	Lightning -30	2	Common	[F][F] Mud Slap: 30 damage. | [W][W][C][C] Whirlpool: 40 damage. If the Defending Pokemon has any Energy cards attached to it, choose 1 of them and discard it.
Qwilfish N3 49	N3	N3_049	#049	Water	Basic	60	Lightning x2		1	Common	[W] Poison Sting: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Poisoned. | [C][C] Needle Storm: 20x damage. Flip a coin until you get tails. This attack does 20 damage times the number of heads you get.
Remoraid N3 50	N3	N3_050	#050	Water	Basic	40	Lightning x2		0	Common	[W] Sharpshooting: Flip a coin. If heads, choose 1 of your opponent's Pokemon. This attack does 20 damage to that Pokemon. Don't apply Weakness and Resistance.
Shuckle N3 51	N3	N3_051	#051	Fighting	Basic	40	Grass x2		1	Common	Pokemon Power: Hard Shell. Whenever an attack (including your own) does 40 or less damage to Shuckle (after applying Weakness and Resistance), reduce that damage to 10. (Any other effects of attacks still happen.) This power stops working while Shuckle is Asleep, Confused, or Paralyzed. | [G][G] Toxic Saliva: Flip a coin. If heads, the Defending Pokemon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).
Skiploom N3 52	N3	N3_052	#052	Grass	Stage 1 - Hoppip	60	Fire x2	Fighting -30	0	Common	[C] Hop: 20 damage. | [G] Mysterious Powder: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Confused.
Slugma N3 53	N3	N3_053	#053	Fire	Basic	50	Water x2		2	Common	[R] Flare: 10 damage | [R][R] Magma Ring: 20 damage. The Defending Pokemon can't retreat during your opponent's next turn.
Smoochum N3 54	N3	N3_054	#054	Psychic	Baby	30			0	Common	If this Baby Pokemon is your Active Pokemon and your opponent announces an attack, your opponent flips a coin (before doing anything else). If tails, your opponent's turn ends. | [C] Psykiss: Flip a coin. If heads, choose a Special Energy card attached to 1 of your opponent's Pokemon. Your opponent shuffles that card into his or her deck.
Snubbull N3 55	N3	N3_055	#055	Colorless	Basic	50	Fighting x2	Psychic -30	1	Common	[C] Bite: 10 damage. | [C][C] Raging Headbutt: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 damage times the number of damage counters on Snubbull. If tails, this attack does 10 damage.
Staryu N3 56	N3	N3_056	#056	Water	Basic	40	Lightning x2		1	Common	[C] Tackle: 10 damage. | [W] Bubblebeam: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Swinub N3 57	N3	N3_057	#057	Fighting	Basic	40	Grass x2	Lightning -30	1	Common	[C] Tackle: 10 damage. | [F][C] Take Down: 30 damage. Swinub does 10 damage to itself.
Unown K N3 58	N3	N3_058	#058	Psychic	Basic	40	Psychic x2		1	Common	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Keep. Your opponent's attacks, Pokemon Powers, and Trainer cards can't discard Energy cards from your Pokemon with Unown in their names. (Any other effects still happen.) | [P] Hidden Power: 10 damage.
Zubat N3 59	N3	N3_059	#059	Grass	Basic	40	Psychic x2	Fighting -30	0	Common	[C] Bite: 10 damage. | [G] Poison Spray: The Defending Pokemon is now Poisoned.
Balloon Berry N3 60	N3	N3_060	#060		Trainer - Pokemon Tool					Uncommon	Attach Balloon Berry to 1 of your Pokemon that doesn't have a Pokemon Tool attached to it. | When the Pokemon Balloon Berry is attached to retreats, discard Balloon Berry instead of discarding Energy cards.
Healing Field N3 61	N3	N3_061	#061		Trainer - Stadium					Uncommon	This card stays in play when you play it. Discard this card if another Stadium card comes into play. | Once during each player's turn, he or she may flip a coin. If heads, that player removes 2 damage counters from his or her Active Pokemon (1 if it only has 1).
Pokemon Breeder Fields N3 62	N3	N3_062	#062		Trainer					Uncommon	Flip a coin for 1 or 2 of your non-Baby Pokemon that can evolve. For each heads, search your deck for a later-Stage card that matches that Pokemon. Then put that card into your hand. Shuffle your deck afterward.
Rocket's Hideout N3 63	N3	N3_063	#063		Trainer - Stadium					Uncommon	This card stays in play when you play it. Discard this card if another Stadium card comes into play. | Each Pokemon in play with Dark in its name (even your opponent's) gets +20 HP.
Old Rod N3 64	N3	N3_064	#064		Trainer					Common	Flip 2 coins. If both are heads, put a Baby Pokemon, Basic Pokemon, or Evolution card from your discard pile into your hand. If both are tails, put a Trainer card from your discard pile into your hand.
Shining Gyarados N3 65	N3	N3_065	#065	Water	Basic	100	Grass x2	Fighting -30	3	Super Rare Holo	You can't have more than 1 Shining Gyarados in your deck. | [W][F][F] Outrage: 30+ damage. Flip a coin. If heads, this attack does 30 damage plus 10 more damage for each damage counter on Shining Gyarados. If tails, this attack does nothing. | [W][W][R][R] Devastate: 50 damage. Discard 2 [R] Energy cards attached to Shining Gyarados or this attack does nothing. This attack does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) Then, flip a coin. If heads, choose 1 Energy card attached to each of your opponent's Pokemon that has any Energy cards attached to it and discard those Energy cards.
Shining Magikarp N3 66	N3	N3_066	#066	Water	Basic	30	Lightning x2		1	Super Rare Holo	You can't have more than 1 Shining Magikarp in your deck. | [W] Gold Scale: Your opponent may draw 2 cards. Either way, you may draw 2 cards. | [P] Dragon Bond: Search your deck for a card named Gyarados, Dark Gyarados, or Shining Gyarados. Show it to your opponent and put it into your hand. Shuffle your deck afterward.
